Name,Tag,Town Hall,Wars Participated,Number of Attacks,Attack Percentage,Total Stars,Avg. Stars,True Stars,Avg. True Stars,Total Dest,Avg Dest,Three Stars,Two Stars,One Stars,Zero Stars,Missed,Total Defenses,Defensive Stars,Avg. Defensive Stars,Total Defensive Destruction,Avg Defensive Destruction,Lower TH Hits (Dips),Upper TH Hits (Reaches),Avg. Target Position,Avg. Target Distance,cwl_month,cwl_year
Luisito,#RQ290GJU,17.0,7.0,7.0,100,14.0,2,14.0,2,575.0,"82,14",2.0,3.0,2.0,0.0,0.0,7.0,16.0,"2,29",590.0,"84,29",1.0,4.0,8,0,Junio,2025
sisito03,#Y2U0VUPP,16.0,7.0,7.0,100,13.0,"1,86",13.0,"1,86",594.0,"84,86",1.0,4.0,2.0,0.0,0.0,6.0,17.0,"2,83",589.0,"98,17",2.0,3.0,"21,43",0,Junio,2025
Goyogr,#2UCL8LR8,18.0,7.0,5.0,"71,43",12.0,"2,40",12.0,"2,40",439.0,"87,80",2.0,3.0,0.0,0.0,2.0,5.0,14.0,"2,80",483.0,"96,60",3.0,0.0,"14,40","8,40",Junio,2025
Quam!x,#CRG8YQY9,18.0,7.0,7.0,100,21.0,3,21.0,3,700.0,100,7.0,0.0,0.0,0.0,0.0,6.0,14.0,"2,33",499.0,"83,17",0.0,0.0,"7,57","5,29",Julio,2025
eldavidelacosta,#Q0YJ82VY9,18.0,7.0,7.0,100,21.0,3,21.0,3,700.0,100,7.0,0.0,0.0,0.0,0.0,5.0,13.0,"2,60",464.0,"92,80",2.0,0.0,"28,43","-1,29",Julio,2025
BOQ_blackened,#Y0YCJQGGL,18.0,7.0,7.0,100,20.0,"2,86",20.0,"2,86",694.0,"99,14",6.0,1.0,0.0,0.0,0.0,6.0,15.0,"2,50",561.0,"93,50",0.0,0.0,"19,29",-10,Julio,2025
Aarone,#R28G80UC,18.0,7.0,7.0,100,20.0,"2,86",20.0,"2,86",676.0,"96,57",6.0,1.0,0.0,0.0,0.0,6.0,14.0,"2,33",525.0,"87,50",0.0,0.0,"12,71","-2,29",Julio,2025
KingClash,#YRYUPQ08,18.0,7.0,7.0,100,20.0,"2,86",20.0,"2,86",676.0,"96,57",6.0,1.0,0.0,0.0,0.0,5.0,15.0,3,500.0,100,5.0,0.0,"24,57","0,57",Julio,2025
BOQ.Palomilla.,#88UGG8P0,18.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",695.0,"99,29",5.0,2.0,0.0,0.0,0.0,6.0,15.0,"2,50",573.0,"95,50",0.0,0.0,"19,57","0,43",Julio,2025
BOQ_Superdeivi,#J99URGYL,18.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",685.0,"97,86",5.0,2.0,0.0,0.0,0.0,6.0,13.0,"2,17",526.0,"87,67",0.0,0.0,"5,71","0,29",Julio,2025
Chechunat,#2GRCLQY0C,18.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",677.0,"96,71",6.0,0.0,1.0,0.0,0.0,6.0,17.0,"2,83",588.0,98,0.0,0.0,21,"13,57",Julio,2025
Juan,#22RYUJLQP,18.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",666.0,"95,14",5.0,2.0,0.0,0.0,0.0,5.0,14.0,"2,80",486.0,"97,20",0.0,0.0,"21,57","0,71",Julio,2025
Adri,#Q0L92RGR9,18.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",660.0,"94,29",5.0,2.0,0.0,0.0,0.0,5.0,11.0,"2,20",475.0,95,1.0,0.0,"23,43","-1,57",Julio,2025
gian,#GV00GLQU,18.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",679.0,97,5.0,1.0,1.0,0.0,0.0,3.0,8.0,"2,67",265.0,"88,33",0.0,0.0,"13,29","1,71",Julio,2025
JTeva97,#2YPVRP9QL,18.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",679.0,97,4.0,3.0,0.0,0.0,0.0,5.0,14.0,"2,80",494.0,"98,80",1.0,0.0,"20,57","-2,43",Julio,2025
G.A.KRAITTOR,#QPQP9LGQ,18.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",666.0,"95,14",4.0,3.0,0.0,0.0,0.0,6.0,13.0,"2,17",550.0,"91,67",0.0,0.0,7,6,Julio,2025
NENITO,#LV8V008LJ,18.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",655.0,"93,57",4.0,3.0,0.0,0.0,0.0,5.0,14.0,"2,80",487.0,"97,40",0.0,0.0,"13,71","0,29",Julio,2025
Fbregas97,#98P08VJ,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",671.0,"95,86",4.0,2.0,1.0,0.0,0.0,6.0,13.0,"2,17",523.0,"87,17",0.0,0.0,"7,43","-9,29",Julio,2025
iTsArtetxe,#9CYLR0C80,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",664.0,"94,86",3.0,4.0,0.0,0.0,0.0,5.0,9.0,"1,80",481.0,"96,20",0.0,0.0,"12,43","0,71",Julio,2025
Quamix,#P2YV92UG,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",663.0,"94,71",3.0,4.0,0.0,0.0,0.0,6.0,16.0,"2,67",571.0,"95,17",0.0,0.0,"5,43","2,14",Julio,2025
aMRaNi.16,#200LRR20V,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",662.0,"94,57",4.0,2.0,1.0,0.0,0.0,5.0,12.0,"2,40",452.0,"90,40",0.0,0.0,"2,14","-5,57",Julio,2025
juangenjo,#20YLPG0U8,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",630.0,90,3.0,4.0,0.0,0.0,0.0,5.0,13.0,"2,60",476.0,"95,20",0.0,0.0,"9,29",2,Julio,2025
irina,#8URVRLPG,18.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",630.0,90,3.0,4.0,0.0,0.0,0.0,4.0,11.0,"2,75",376.0,94,1.0,0.0,"18,86",2,Julio,2025
THOR,#CPPC00GR,18.0,7.0,7.0,100,16.0,"2,29",16.0,"2,29",616.0,88,2.0,5.0,0.0,0.0,0.0,5.0,14.0,"2,80",459.0,"91,80",2.0,0.0,"19,57","-7,43",Julio,2025
Sotoca,#GV2VJQJQ,18.0,7.0,7.0,100,16.0,"2,29",16.0,"2,29",561.0,"80,14",2.0,5.0,0.0,0.0,0.0,6.0,15.0,"2,50",576.0,96,2.0,0.0,"18,29","-9,71",Julio,2025
alvaro10,#G800RRC,18.0,7.0,7.0,100,16.0,"2,29",16.0,"2,29",560.0,80,2.0,5.0,0.0,0.0,0.0,5.0,10.0,2,406.0,"81,20",1.0,0.0,"18,43","4,29",Julio,2025
G.A.CHRISTIAN,#2GQGVV2RL,18.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",637.0,91,1.0,6.0,0.0,0.0,0.0,6.0,14.0,"2,33",571.0,"95,17",1.0,0.0,"15,57","12,14",Julio,2025
Jfont033,#2CC089GQ,18.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",571.0,"81,57",1.0,6.0,0.0,0.0,0.0,5.0,14.0,"2,80",491.0,"98,20",0.0,0.0,"19,71",-1,Julio,2025
BOQ_Esponja,#22Q022080,18.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",570.0,"81,43",2.0,4.0,1.0,0.0,0.0,5.0,13.0,"2,60",481.0,"96,20",0.0,0.0,"10,29","0,14",Julio,2025
DavidP,#GLCJV0L9Q,18.0,7.0,6.0,"85,71",14.0,"2,33",14.0,"2,33",541.0,"90,17",2.0,4.0,0.0,0.0,1.0,6.0,14.0,"2,33",542.0,"90,33",0.0,0.0,"9,67",-8,Julio,2025
MAX POWER,#20JCPP8P,18.0,5.0,5.0,100,13.0,"2,60",13.0,"2,60",486.0,"97,20",3.0,2.0,0.0,0.0,0.0,4.0,9.0,"2,25",363.0,"90,75",2.0,0.0,"25,20","16,20",Julio,2025
wilson,#9JJJ9GGV,18.0,7.0,7.0,100,12.0,"1,71",12.0,"1,71",526.0,"75,14",2.0,1.0,4.0,0.0,0.0,6.0,15.0,"2,50",540.0,90,2.0,0.0,"22,43","-3,57",Julio,2025
JHON 17,#CQGGQUQ9,18.0,6.0,6.0,100,10.0,"1,67",10.0,"1,67",423.0,"70,50",1.0,2.0,3.0,0.0,0.0,3.0,9.0,3,300.0,100,0.0,0.0,"20,33","-1,33",Julio,2025
Maardaa,#QU9CQJQ,18.0,3.0,3.0,100,8.0,"2,67",8.0,"2,67",294.0,98,2.0,1.0,0.0,0.0,0.0,3.0,8.0,"2,67",298.0,"99,33",0.0,0.0,"4,67","-0,33",Julio,2025
S H A D E,#92022JQP9,17.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,1.0,0.0,10,3,Agosto,2025
Julio289,#9LJV8VPCY,17.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,1.0,0.0,8,0,Agosto,2025
mini kaizen,#L8QPGRR0G,16.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2,98.0,98,0.0,0.0,15,6,Agosto,2025
Adan,#Q0V0G90G2,16.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,16,0,Agosto,2025
Bo_Sergio,#82PGUG88,15.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,18,0,Agosto,2025
IvanSFumega,#9L0PRQP0Q,15.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2,97.0,97,0.0,1.0,21,-1,Agosto,2025
Alejandro,#2QPLVPRUV,15.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,27,4,Agosto,2025
pttdvaro,#GPGU8GPCQ,15.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2,87.0,87,0.0,1.0,6,-20,Agosto,2025
mazoneegro17,#Q8QUR8PJ,15.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,29,2,Agosto,2025
K-Magno7,#GQLLCVV2R,17.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,26,-2,Agosto,2025
TheVillaelmaki,#UPU9PV2,14.0,1.0,1.0,100,3.0,3,3.0,3.0,100.0,100,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,28,-1,Agosto,2025
ESCORPION 82,#VQUJ0PCY,17.0,1.0,1.0,100,2.0,2,2.0,2.0,97.0,97,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,4,0,Agosto,2025
Mini Kaizen ,#QCYY8R2VP,15.0,1.0,1.0,100,2.0,2,2.0,2.0,94.0,94,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,19,0,Agosto,2025
J Benitez,#2GU9RG02Y,17.0,1.0,1.0,100,2.0,2,2.0,2.0,91.0,91,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,1.0,0.0,23,17,Agosto,2025
Exedium,#LU9LQQVU,15.0,1.0,1.0,100,2.0,2,2.0,2.0,91.0,91,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,1.0,17,0,Agosto,2025
Luisito,#RQ290GJU,16.0,1.0,1.0,100,2.0,2,2.0,2.0,89.0,89,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,79.0,79,0.0,0.0,11,0,Agosto,2025
Miqueas,#GYUJQPVV9,16.0,1.0,1.0,100,2.0,2,2.0,2.0,88.0,88,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,13,-2,Agosto,2025
Mini Kaizen ,#LCJ2LYLUV,15.0,1.0,1.0,100,2.0,2,2.0,2.0,83.0,83,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,20,0,Agosto,2025
alejandro,#8QRRPRPCY,15.0,1.0,1.0,100,2.0,2,2.0,2.0,81.0,81,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,98.0,98,0.0,0.0,25,0,Agosto,2025
PEPIN,#Q0G02UJV,17.0,1.0,1.0,100,2.0,2,2.0,2.0,78.0,78,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,1,0,Agosto,2025
BOQ_Kaizen,#YGV0UPUR,17.0,1.0,1.0,100,2.0,2,2.0,2.0,78.0,78,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,2,0,Agosto,2025
Zetineb,#LGQ802JQC,16.0,1.0,1.0,100,2.0,2,2.0,2.0,76.0,76,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,91.0,91,0.0,1.0,12,0,Agosto,2025
BOQ.Freddy 82,#QG82VVL89,16.0,1.0,1.0,100,2.0,2,2.0,2.0,76.0,76,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,87.0,87,0.0,0.0,14,0,Agosto,2025
Emanuel,#QCQCPLQP0,16.0,1.0,1.0,100,2.0,2,2.0,2.0,74.0,74,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,9,-4,Agosto,2025
Mini Kaizen ,#PR0RRJ2QG,16.0,1.0,1.0,100,2.0,2,2.0,2.0,73.0,73,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,7,-3,Agosto,2025
Sha,#9V8QYVJ0,17.0,1.0,1.0,100,2.0,2,2.0,2.0,69.0,69,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,3,0,Agosto,2025
villa peluquero,#JLLVR2G2,15.0,1.0,1.0,100,1.0,1,1.0,1.0,95.0,95,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,24,0,Agosto,2025
JesusWRLD,#LLPJV2QQ,15.0,1.0,1.0,100,1.0,1,1.0,1.0,78.0,78,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,100.0,100,0.0,0.0,22,1,Agosto,2025
Goyogr,#2UCL8LR8,17.0,1.0,1.0,100,1.0,1,1.0,1.0,77.0,77,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,100.0,100,1.0,0.0,5,0,Agosto,2025
Miguel _theboss,#GPV88GG8Y,14.0,1.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3,100.0,100,0.0,0.0,0,0,Agosto,2025
Joselin,#8LGCP98R9,17.0,7.0,7.0,100,21.0,3,21.0,3,700.0,100,7.0,0.0,0.0,0.0,0.0,7.0,15.0,"2,14",590.0,"84,29",0.0,0.0,"5,29","-13,43",Septiembre,2025
Calvin7,#G90P08PJV,16.0,7.0,7.0,100,21.0,3,21.0,3,700.0,100,7.0,0.0,0.0,0.0,0.0,7.0,18.0,"2,57",646.0,"92,29",0.0,5.0,"24,86",0,Septiembre,2025
AndresYeah,#J892Q8GQ,17.0,7.0,7.0,100,20.0,"2,86",20.0,"2,86",690.0,"98,57",6.0,1.0,0.0,0.0,0.0,7.0,17.0,"2,43",625.0,"89,29",0.0,0.0,"18,71","0,14",Septiembre,2025
minidanifire,#9Y8C99V8J,17.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",689.0,"98,43",5.0,2.0,0.0,0.0,0.0,7.0,17.0,"2,43",610.0,"87,14",0.0,0.0,"11,86",0,Septiembre,2025
SkippyRizzo,#YR8VCLPR,17.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",681.0,"97,29",5.0,2.0,0.0,0.0,0.0,7.0,19.0,"2,71",683.0,"97,57",0.0,0.0,"22,86","-0,14",Septiembre,2025
danifire2,#8JP8LLQR0,17.0,7.0,7.0,100,19.0,"2,71",19.0,"2,71",666.0,"95,14",5.0,2.0,0.0,0.0,0.0,7.0,14.0,2,580.0,"82,86",0.0,0.0,"5,86",4,Septiembre,2025
DA SILVA_07,#RQ99LC9U,17.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",691.0,"98,71",4.0,3.0,0.0,0.0,0.0,7.0,16.0,"2,29",559.0,"79,86",0.0,0.0,"3,29","-7,57",Septiembre,2025
VeinTiunO ,#R88JP9C0,16.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",682.0,"97,43",4.0,3.0,0.0,0.0,0.0,7.0,18.0,"2,57",647.0,"92,43",1.0,3.0,"27,86","0,14",Septiembre,2025
Alessandro,#22PGG298P,17.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",678.0,"96,86",4.0,3.0,0.0,0.0,0.0,7.0,15.0,"2,14",618.0,"88,29",0.0,0.0,"16,71","6,86",Septiembre,2025
dreef,#LPLLVVU2U,17.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",656.0,"93,71",4.0,3.0,0.0,0.0,0.0,7.0,16.0,"2,29",634.0,"90,57",0.0,0.0,"20,14",0,Septiembre,2025
Gelin,#PU8RR92J,16.0,7.0,7.0,100,18.0,"2,57",18.0,"2,57",640.0,"91,43",4.0,3.0,0.0,0.0,0.0,7.0,20.0,"2,86",685.0,"97,86",0.0,6.0,"22,86",0,Septiembre,2025
-_-JORGE-_-,#2P2YGJQR8,16.0,6.0,6.0,100,18.0,3,18.0,3,600.0,100,6.0,0.0,0.0,0.0,0.0,5.0,11.0,"2,20",451.0,"90,20",1.0,3.0,"27,83",0,Septiembre,2025
Exedium,#LU9LQQVU,16.0,7.0,7.0,100,17.0,"2,43",17.0,"2,43",660.0,"94,29",3.0,4.0,0.0,0.0,0.0,6.0,10.0,"1,67",531.0,"88,50",0.0,5.0,"23,86",0,Septiembre,2025
BOQ_The BoSs,#288JP9UPG,17.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",638.0,"91,14",1.0,6.0,0.0,0.0,0.0,7.0,17.0,"2,43",632.0,"90,29",0.0,0.0,"4,14","-0,14",Septiembre,2025
ReinaMora,#RU8YJPPL,17.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",626.0,"89,43",2.0,4.0,1.0,0.0,0.0,7.0,16.0,"2,29",591.0,"84,43",0.0,0.0,"9,71","1,71",Septiembre,2025
paco,#V28G2VQ9,17.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",624.0,"89,14",1.0,6.0,0.0,0.0,0.0,7.0,18.0,"2,57",630.0,90,0.0,0.0,"12,86",0,Septiembre,2025
Goku,#V2VL9U9C,17.0,7.0,7.0,100,15.0,"2,14",15.0,"2,14",614.0,"87,71",1.0,6.0,0.0,0.0,0.0,7.0,20.0,"2,86",697.0,"99,57",1.0,0.0,"21,57",0,Septiembre,2025
el menda 43,#8P928YJ2U,17.0,6.0,6.0,100,15.0,"2,50",15.0,"2,50",549.0,"91,50",4.0,1.0,1.0,0.0,0.0,6.0,15.0,"2,50",553.0,"92,17",0.0,0.0,"14,67",-1,Septiembre,2025
kaye,#Y8VG8UVJ,17.0,6.0,5.0,"83,33",14.0,"2,80",14.0,"2,80",490.0,98,4.0,1.0,0.0,0.0,1.0,6.0,13.0,"2,17",541.0,"90,17",0.0,0.0,"17,40",0,Septiembre,2025
Miguel,#P8J0YG8G,17.0,7.0,7.0,100,13.0,"1,86",13.0,"1,86",608.0,"86,86",1.0,4.0,2.0,0.0,0.0,7.0,18.0,"2,57",661.0,"94,43",0.0,0.0,"6,14",0,Septiembre,2025
IvanSFumega,#9L0PRQP0Q,16.0,6.0,6.0,100,13.0,"2,17",13.0,"2,17",533.0,"88,83",2.0,3.0,1.0,0.0,0.0,6.0,16.0,"2,67",586.0,"97,67",0.0,3.0,"26,17",0,Septiembre,2025
Sezz,#VQQRUC9Q,17.0,6.0,6.0,100,13.0,"2,17",13.0,"2,17",523.0,"87,17",1.0,5.0,0.0,0.0,0.0,6.0,14.0,"2,33",533.0,"88,83",0.0,0.0,8,"5,17",Septiembre,2025
JOSEPAPIPTY,#P80VJGYCY,17.0,6.0,5.0,"83,33",13.0,"2,60",13.0,"2,60",470.0,94,3.0,2.0,0.0,0.0,1.0,6.0,14.0,"2,33",534.0,89,0.0,0.0,8,"0,80",Septiembre,2025
Leo Mster 66,#9808V2Y2J,17.0,6.0,6.0,100,12.0,2,12.0,2,546.0,91,1.0,4.0,1.0,0.0,0.0,5.0,10.0,2,438.0,"87,60",0.0,0.0,"14,50",0,Septiembre,2025
BOQ.Clous,#GR9V2VVC,17.0,6.0,6.0,100,12.0,2,12.0,2,486.0,81,0.0,6.0,0.0,0.0,0.0,6.0,14.0,"2,33",541.0,"90,17",0.0,0.0,"13,67",0,Septiembre,2025
S H A D E,#92022JQP9,17.0,6.0,6.0,100,12.0,2,12.0,2,473.0,"78,83",0.0,6.0,0.0,0.0,0.0,6.0,13.0,"2,17",483.0,"80,50",0.0,0.0,"9,50","0,33",Septiembre,2025
CSAR,#LG2VUQQ9,17.0,6.0,6.0,100,12.0,2,12.0,2,469.0,"78,17",0.0,6.0,0.0,0.0,0.0,6.0,15.0,"2,50",559.0,"93,17",0.0,0.0,"16,17",0,Septiembre,2025
BOQ_Quamix,#22U2PVP88,15.0,5.0,5.0,100,12.0,"2,40",12.0,"2,40",423.0,"84,60",2.0,3.0,0.0,0.0,0.0,5.0,14.0,"2,80",492.0,"98,40",0.0,3.0,"29,80","-0,20",Septiembre,2025
Manolo 72,#L008V9LR,17.0,6.0,6.0,100,11.0,"1,83",11.0,"1,83",514.0,"85,67",0.0,5.0,1.0,0.0,0.0,6.0,15.0,"2,50",529.0,"88,17",0.0,0.0,"6,50","1,17",Septiembre,2025
mario,#UCUPQRJ,17.0,6.0,6.0,100,10.0,"1,67",10.0,"1,67",519.0,"86,50",0.0,4.0,2.0,0.0,0.0,5.0,12.0,"2,40",455.0,91,0.0,0.0,2,1,Septiembre,2025
Diguamen,#R9UYJCGQ,16.0,5.0,5.0,100,8.0,"1,60",8.0,"1,60",441.0,"88,20",1.0,1.0,3.0,0.0,0.0,5.0,13.0,"2,60",489.0,"97,80",0.0,5.0,"26,80",0,Septiembre,2025
ManTur,#LPQ82YY0,15.0,5.0,4.0,80,8.0,2,8.0,2,360.0,90,2.0,0.0,2.0,0.0,1.0,5.0,13.0,"2,60",456.0,"91,20",0.0,3.0,"29,50","0,25",Septiembre,2025
Brayan OG,#2YP8L9G80,17.0,4.0,3.0,75,6.0,2,6.0,2,243.0,81,0.0,3.0,0.0,0.0,1.0,4.0,9.0,"2,25",307.0,"76,75",0.0,0.0,"5,67","1,67",Septiembre,2025
Joselin,#8LGCP98R9,17.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,7.0,16.0,2.29,672.0,96.0,0.0,0.0,10.57,-5.43,Octubre,2025
-_-JORGE-_-,#2P2YGJQR8,17.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,571.0,95.17,0.0,0.0,17.57,-4.43,Octubre,2025
Calvin7,#G90P08PJV,16.0,7.0,7.0,100,21.0,3.0,21.0,3.0,700.0,100.0,7.0,0.0,0.0,0.0,0.0,7.0,14.0,2.0,650.0,92.86,0.0,1.0,24.71,-0.43,Octubre,2025
Leo Mster 66,#9808V2Y2J,17.0,7.0,7.0,100,19.0,2.71,19.0,2.71,693.0,99.0,5.0,2.0,0.0,0.0,0.0,7.0,17.0,2.43,628.0,89.71,0.0,0.0,13.29,0.0,Octubre,2025
XXL,#RLY0CCQL,16.0,7.0,7.0,100,19.0,2.71,19.0,2.71,683.0,97.57,5.0,2.0,0.0,0.0,0.0,7.0,19.0,2.71,681.0,97.29,0.0,6.0,27.43,0.43,Octubre,2025
AskerosoMilwoky,#8GYCVQGPC,17.0,7.0,7.0,100,19.0,2.71,19.0,2.71,680.0,97.14,5.0,2.0,0.0,0.0,0.0,7.0,13.0,1.86,554.0,79.14,0.0,0.0,15.0,0.0,Octubre,2025
Goku,#V2VL9U9C,17.0,7.0,7.0,100,19.0,2.71,19.0,2.71,676.0,96.57,5.0,2.0,0.0,0.0,0.0,7.0,18.0,2.57,638.0,91.14,0.0,0.0,17.0,-0.14,Octubre,2025
S H A D E,#92022JQP9,17.0,7.0,7.0,100,18.0,2.57,18.0,2.57,667.0,95.29,4.0,3.0,0.0,0.0,0.0,7.0,14.0,2.0,614.0,87.71,0.0,0.0,8.29,0.14,Octubre,2025
ReinaMora,#RU8YJPPL,17.0,7.0,7.0,100,18.0,2.57,18.0,2.57,663.0,94.71,4.0,3.0,0.0,0.0,0.0,7.0,15.0,2.14,635.0,90.71,0.0,0.0,8.0,0.86,Octubre,2025
Alessandro,#22PGG298P,17.0,7.0,7.0,100,18.0,2.57,18.0,2.57,652.0,93.14,4.0,3.0,0.0,0.0,0.0,7.0,15.0,2.14,659.0,94.14,1.0,0.0,19.86,10.71,Octubre,2025
$bykronor37$,#G8GPL2PY,17.0,7.0,7.0,100,18.0,2.57,18.0,2.57,640.0,91.43,4.0,3.0,0.0,0.0,0.0,7.0,17.0,2.43,634.0,90.57,0.0,0.0,1.43,0.43,Octubre,2025
The-harmen-path,#P9P80URV,17.0,7.0,7.0,100,17.0,2.43,17.0,2.43,662.0,94.57,3.0,4.0,0.0,0.0,0.0,7.0,17.0,2.43,616.0,88.0,0.0,0.0,12.0,0.0,Octubre,2025
VeinTiunO ,#R88JP9C0,16.0,7.0,7.0,100,17.0,2.43,17.0,2.43,661.0,94.43,3.0,4.0,0.0,0.0,0.0,6.0,15.0,2.5,552.0,92.0,0.0,7.0,25.71,0.0,Octubre,2025
dreef,#LPLLVVU2U,17.0,7.0,7.0,100,17.0,2.43,17.0,2.43,653.0,93.29,3.0,4.0,0.0,0.0,0.0,7.0,16.0,2.29,608.0,86.86,0.0,0.0,16.57,-1.29,Octubre,2025
BOQ.Clous,#GR9V2VVC,17.0,7.0,7.0,100,17.0,2.43,17.0,2.43,637.0,91.0,3.0,4.0,0.0,0.0,0.0,7.0,16.0,2.29,606.0,86.57,0.0,0.0,9.86,-0.57,Octubre,2025
SkippyRizzo,#YR8VCLPR,17.0,7.0,7.0,100,17.0,2.43,17.0,2.43,637.0,91.0,4.0,2.0,1.0,0.0,0.0,7.0,15.0,2.14,582.0,83.14,0.0,0.0,19.29,0.29,Octubre,2025
Gelin,#PU8RR92J,17.0,7.0,7.0,100,16.0,2.29,16.0,2.29,659.0,94.14,2.0,5.0,0.0,0.0,0.0,7.0,17.0,2.43,609.0,87.0,0.0,0.0,21.29,-1.86,Octubre,2025
Manolo 72,#L008V9LR,17.0,7.0,7.0,100,16.0,2.29,16.0,2.29,655.0,93.57,2.0,5.0,0.0,0.0,0.0,6.0,15.0,2.5,537.0,89.5,0.0,0.0,4.71,0.0,Octubre,2025
Sezz,#VQQRUC9Q,17.0,7.0,7.0,100,15.0,2.14,15.0,2.14,616.0,88.0,1.0,6.0,0.0,0.0,0.0,7.0,12.0,1.71,584.0,83.43,0.0,0.0,5.57,1.86,Octubre,2025
AlvaritoAlone,#YGGVRRG9,17.0,7.0,7.0,100,14.0,2.0,14.0,2.0,597.0,85.29,1.0,5.0,1.0,0.0,0.0,7.0,16.0,2.29,632.0,90.29,0.0,0.0,18.71,-2.29,Octubre,2025
